# This file contains the data of final population
# of objectives = 2, # of constraints = 2, # of real_var = 2, # of bits of bin_var = 0, constr_violation, rank, crowding_distance
1.264051e-11	4.999998e+01	3.937383e-07	8.480519e+00	9.843461e-07	1.480267e-06	0.000000e+00	1	1.000000e+14
1.360000e+02	4.000000e+00	6.400000e-01	4.844156e+00	5.000000e+00	3.000000e+00	0.000000e+00	1	1.000000e+14
9.237700e+01	5.556216e+00	5.786007e-01	6.011257e+00	3.755927e+00	2.997877e+00	0.000000e+00	1	2.803974e-02
8.473005e+01	6.479801e+00	5.882621e-01	6.019246e+00	3.588907e+00	2.881365e+00	0.000000e+00	1	2.535564e-02
7.817535e+01	7.093046e+00	5.261387e-01	6.542888e+00	3.269731e+00	2.975349e+00	0.000000e+00	1	2.455775e-02
3.424596e+01	1.760903e+01	5.952393e-01	6.085652e+00	2.344247e+00	1.750998e+00	0.000000e+00	1	2.321976e-02
8.947833e+01	5.826932e+00	5.717047e-01	6.095887e+00	3.666220e+00	2.988045e+00	0.000000e+00	1	2.301559e-02
2.720366e+00	3.924434e+01	2.473019e-01	7.499186e+00	6.862640e-01	4.573109e-01	0.000000e+00	1	2.265230e-02
2.108720e+00	4.028193e+01	1.975424e-01	7.785676e+00	5.465739e-01	4.779508e-01	0.000000e+00	1	2.211688e-02
4.280500e+01	1.449096e+01	4.520705e-01	7.184519e+00	2.200301e+00	2.420728e+00	0.000000e+00	1	2.175051e-02
1.048914e+02	4.725465e+00	6.114197e-01	5.597782e+00	4.150835e+00	2.998904e+00	0.000000e+00	1	2.167373e-02
8.268440e+00	3.180938e+01	3.573772e-01	7.184203e+00	1.100154e+00	9.256195e-01	0.000000e+00	1	2.070111e-02
1.536627e+01	2.629862e+01	4.594845e-01	6.746005e+00	1.532868e+00	1.221427e+00	0.000000e+00	1	2.051739e-02
4.778037e+00	3.574313e+01	2.533300e-01	7.688866e+00	7.527759e-01	7.923621e-01	0.000000e+00	1	2.028402e-02
1.435139e+01	2.683987e+01	4.205328e-01	7.001827e+00	1.410117e+00	1.264681e+00	0.000000e+00	1	2.026865e-02
8.056016e+01	6.763457e+00	5.295074e-01	6.498052e+00	3.337772e+00	2.999886e+00	0.000000e+00	1	2.002227e-02
5.541978e+01	1.121561e+01	4.925926e-01	6.904555e+00	2.616976e+00	2.646957e+00	0.000000e+00	1	1.999367e-02
4.149010e+00	3.664960e+01	2.596203e-01	7.585555e+00	7.527759e-01	6.859891e-01	0.000000e+00	1	1.992341e-02
