# This file contains the data of all generations
# of objectives = 2, # of constraints = 0, # of real_var = 30, # of bits of bin_var = 0, constr_violation, rank, crowding_distance
# gen = 1
7.372373e-01	2.759712e+00	7.372373e-01	2.408622e-01	6.150541e-01	3.884384e-01	6.873944e-02	1.330111e-01	5.641124e-01	1.131620e-01	6.324599e-02	2.655100e-02	3.135216e-01	8.650114e-01	1.938405e-01	4.774394e-01	1.636881e-01	9.907459e-02	3.204181e-01	6.655801e-01	5.182136e-01	7.930005e-01	4.850696e-01	4.136453e-01	9.986325e-01	8.145963e-02	6.962571e-01	6.447676e-01	4.623648e-01	7.247345e-02	9.599600e-01	1.674722e-01	0.000000e+00	2	5.662999e-01
3.008990e-01	4.331531e+00	3.008990e-01	7.161062e-01	6.265540e-01	1.371371e-01	8.371282e-01	7.300227e-01	4.717397e-01	9.343690e-02	3.273761e-01	4.009254e-01	4.893428e-01	3.311603e-01	6.654944e-01	3.475789e-01	3.316261e-01	8.938817e-01	4.022929e-01	9.520494e-01	8.702485e-01	6.533107e-01	2.696355e-01	4.666147e-01	3.188676e-01	9.329699e-01	2.113114e-02	6.143082e-01	4.779170e-01	5.513102e-01	3.387167e-01	6.612714e-01	0.000000e+00	2	2.671187e-01
4.706755e-01	4.268599e+00	4.706755e-01	7.857859e-01	6.623206e-01	5.372082e-01	9.823613e-01	1.995169e-01	8.462615e-01	1.458133e-01	2.698064e-01	6.967817e-01	3.683688e-01	7.953317e-01	8.649030e-01	5.233650e-01	1.845493e-02	9.477773e-02	6.566263e-02	1.494247e-02	6.751260e-01	3.045939e-02	9.844478e-01	5.211633e-01	6.212433e-01	5.062008e-01	8.302235e-01	9.303203e-01	9.642334e-01	5.999288e-01	8.547669e-01	5.305058e-01	0.000000e+00	3	3.107115e-01
6.254781e-01	4.080835e+00	6.254781e-01	9.476236e-01	5.756977e-02	7.041437e-01	1.209740e-01	5.358286e-01	8.005915e-01	8.242139e-01	3.131711e-01	7.991040e-01	3.366303e-01	9.371069e-01	1.951225e-01	6.228513e-01	2.851877e-01	9.454515e-01	6.976243e-01	4.267691e-01	9.081082e-02	6.500748e-01	8.779882e-01	6.965433e-01	8.082109e-01	3.579328e-02	5.230519e-01	7.282161e-01	9.581768e-01	4.162342e-01	4.465327e-01	3.989255e-01	0.000000e+00	4	1.000000e+14
2.204766e-02	4.627977e+00	2.204766e-02	8.326421e-01	4.707024e-01	3.601514e-01	4.312619e-01	6.002092e-01	2.420517e-01	2.381773e-01	7.300347e-02	3.971534e-01	6.388936e-01	7.786488e-01	5.843151e-01	3.803846e-01	1.064596e-01	8.246199e-01	8.130324e-01	4.704075e-01	3.071717e-01	2.021042e-01	6.056557e-03	1.836946e-01	4.082341e-01	1.315803e-01	6.034305e-01	1.149815e-01	5.868674e-01	3.439923e-01	6.897122e-01	9.356194e-01	0.000000e+00	2	1.000000e+14
5.585398e-01	3.868956e+00	5.585398e-01	5.860366e-01	2.401677e-01	4.019506e-01	6.977367e-01	1.584581e-01	6.108074e-01	2.424667e-01	1.787281e-01	1.208315e-01	8.845920e-01	9.563616e-01	8.887066e-01	6.440183e-01	6.942935e-01	2.883092e-01	6.766306e-01	4.323628e-01	4.080704e-01	1.413487e-01	6.141845e-01	7.265220e-01	5.109133e-01	8.403857e-01	4.360111e-01	5.924745e-01	6.875182e-02	6.624147e-01	2.728038e-01	9.894018e-01	0.000000e+00	3	5.822735e-01
9.995850e-01	3.142672e+00	9.995850e-01	5.944920e-02	9.521719e-01	5.125614e-01	6.825320e-01	8.495269e-01	6.956085e-01	7.363663e-01	4.121661e-01	5.363107e-01	1.364018e-01	3.804472e-02	8.991013e-01	6.075549e-02	3.918721e-01	4.571726e-01	8.973208e-01	2.911946e-01	1.674194e-01	5.225070e-01	5.181155e-01	6.815777e-01	4.169084e-01	9.462176e-01	5.589548e-01	5.265874e-01	2.879958e-01	8.893892e-01	1.520473e-02	3.089312e-01	0.000000e+00	4	1.000000e+14
9.151988e-01	3.643930e+00	9.151988e-01	5.061004e-01	7.665621e-01	5.845208e-01	7.481902e-01	9.183168e-01	8.279511e-01	2.521462e-01	2.371209e-01	3.909884e-01	3.854360e-01	2.649434e-01	8.855634e-01	6.232332e-01	9.326068e-01	3.096137e-01	5.646957e-01	2.814309e-01	9.094237e-01	3.044787e-01	1.793626e-01	6.472099e-01	9.638726e-01	7.420301e-02	4.934846e-01	2.928871e-01	3.676511e-01	7.643712e-01	7.642152e-01	8.195062e-01	0.000000e+00	4	4.183970e-01
8.676574e-01	2.271743e+00	8.676574e-01	4.842201e-01	1.750451e-01	1.453223e-01	7.509658e-01	7.731013e-01	1.353791e-02	4.375223e-01	4.592652e-01	1.475589e-01	3.326251e-01	9.763724e-03	2.579957e-01	2.180283e-01	3.387529e-01	3.436772e-02	4.530358e-01	8.720146e-01	6.547024e-02	2.337002e-01	9.203447e-01	1.250180e-01	2.509896e-01	4.894250e-01	4.754138e-02	2.188032e-02	5.915169e-01	4.391985e-01	9.972245e-01	1.452155e-01	0.000000e+00	2	1.000000e+14
3.904288e-01	3.826089e+00	3.904288e-01	7.928810e-01	8.956200e-02	5.836328e-02	3.756723e-01	6.947722e-03	6.675351e-01	2.844803e-01	8.982391e-01	8.565779e-01	6.926812e-01	2.159607e-01	6.757235e-01	3.841340e-01	5.434466e-02	3.962204e-01	4.744476e-01	2.666163e-02	4.716042e-01	7.013702e-01	9.284526e-01	7.671467e-01	6.189996e-01	8.030234e-01	4.772286e-01	6.913391e-01	8.548315e-02	8.695906e-02	3.752935e-01	7.661536e-01	0.000000e+00	2	2.059116e-01
